locality,apartment_type,bhk,floor,rent
Malaparamba,Flat,2,5.0,17000
Calicut University,Flat,2,7.0,21000
Puthiyara,Flat,3,7.0,30500
Ulliyeri,Apartment,2,15.0,12000
Kuthiravattom,Villa,2,,23500
Calicut University,Apartment,4,12.0,54000
Vellimadukunnu,Flat,2,5.0,14500
Calicut University,Apartment,2,13.0,20000
Medical College,Flat,4,4.0,53000
Puthiyara,Villa,2,,29000
Koduvally,Apartment,3,4.0,21000
Malaparamba,Flat,1,7.0,9000
Mankave,Flat,1,4.0,8500
Palayam,Apartment,3,15.0,32000
Thondayad,Apartment,2,3.0,17000
Koduvally,Apartment,1,15.0,6000
Puthiyara,Apartment,1,8.0,11000
Nadakkavu,Villa,1,,15000
Nadakkavu,Flat,3,1.0,30000
Thondayad,Villa,1,,13000
Kottuli,Flat,2,2.0,12500
Puthiyara,House,4,,51000
Mavoor Road,Flat,1,2.0,10500
Calicut University,Flat,1,5.0,11000
Kottuli,Apartment,2,15.0,15000
Vellimadukunnu,Flat,3,5.0,24000
Thondayad,House,3,,31500
Mathara,Apartment,1,14.0,8500
Mavoor Road,Apartment,1,14.0,12500
Kuthiravattom,Apartment,1,7.0,8500
Vellimadukunnu,Villa,3,,37000
Eranhipalam,Apartment,3,3.0,29500
Mankave,Flat,2,3.0,16000
Mavoor Road,House,2,,27000
Panniyankara,Apartment,1,6.0,8500
Beach Road,Apartment,2,0.0,20500
Palayam,Flat,2,8.0,17500
Kottuli,Flat,2,3.0,12500
Kuthiravattom,Flat,2,7.0,13500
Beach Road,Apartment,1,5.0,13500
Kuthiravattom,Apartment,2,13.0,15000
Panniyankara,Villa,3,,35000
Palayam,Villa,2,,31000
Calicut University,Apartment,3,4.0,36500
Eranhipalam,Apartment,2,0.0,16500
Palayam,Flat,1,8.0,9500
Kuthiravattom,Villa,3,,35500
Beach Road,Apartment,1,8.0,12500
Mukkam,Flat,2,1.0,13000
Mathara,Flat,3,0.0,22500
Mathara,Flat,3,4.0,24500
Mathara,Flat,2,7.0,14500
Chevayur,Apartment,2,10.0,18000
Mathara,House,2,,18500
Chevayur,Apartment,2,4.0,20000
Koyilandy Road,Flat,1,2.0,8000
Vellimadukunnu,House,2,,16000
Vellimadukunnu,Apartment,1,9.0,8000
Thondayad,Flat,3,5.0,25000
Ulliyeri,Apartment,2,11.0,12000
Panniyankara,Apartment,1,8.0,8500
Mukkam,Villa,1,,11000
Beach Road,Flat,1,4.0,13000
Vellimadukunnu,Apartment,1,6.0,8500
Kuthiravattom,Flat,3,8.0,24500
Mankave,Apartment,2,7.0,15000
Eranhipalam,House,2,,20500
Bilathikulam,Apartment,1,7.0,10500
Feroke,Flat,2,2.0,12500
Malaparamba,Apartment,2,2.0,17500
Thondayad,Flat,1,7.0,8000
Vellimadukunnu,Apartment,3,14.0,24500
Mavoor Road,Apartment,1,3.0,11500
Bilathikulam,Flat,3,7.0,26000
Malaparamba,Apartment,3,3.0,26000
Thiruvannur,Apartment,2,8.0,11000
Feroke,House,3,,28000
Vellimadukunnu,Flat,1,2.0,8000
Vellimadukunnu,Flat,1,8.0,7500
Malaparamba,Flat,2,0.0,15500
Koyilandy Road,Apartment,3,5.0,28000
Ulliyeri,Flat,1,0.0,5000
Ulliyeri,Flat,2,7.0,10000
Vellimadukunnu,Flat,1,4.0,7500
Vellimadukunnu,Apartment,2,7.0,15000
Kottuli,Flat,1,0.0,6500
Calicut University,Flat,1,8.0,11000
Calicut University,House,3,,41000
Chevayur,Flat,2,6.0,18000
Thondayad,House,2,,19500
Mukkam,Flat,2,5.0,12000
Beach Road,Apartment,3,14.0,36500
Puthiyara,Apartment,3,9.0,33000
Puthiyara,Flat,1,5.0,10000
Koduvally,Apartment,2,5.0,12500
Thondayad,Villa,2,,25500
Kottuli,Apartment,3,2.0,25000
Balussery,Apartment,3,4.0,20500
Koduvally,Flat,2,8.0,12000
Mavoor Road,Apartment,1,8.0,12000
Thiruvannur,Apartment,1,15.0,6000
Kottuli,Apartment,2,4.0,16000
Thondayad,House,2,,19000
Malaparamba,Flat,2,0.0,15500
Thondayad,Apartment,2,8.0,18000
Bilathikulam,Apartment,3,14.0,28500
Koyilandy Road,Apartment,2,10.0,15500
Vellimadukunnu,House,3,,27500
Eranhipalam,Apartment,3,1.0,32000
Calicut University,Flat,3,3.0,32500
Nadakkavu,Flat,1,0.0,10000
Beach Road,Apartment,3,1.0,35500
Eranhipalam,Apartment,3,12.0,31000
Feroke,Villa,3,,35500
Thondayad,Apartment,3,11.0,28000
Palayam,Apartment,1,4.0,10500
Calicut University,Villa,2,,29000
Panniyankara,Apartment,3,2.0,23500
Koduvally,Apartment,1,13.0,6500
Bilathikulam,Flat,2,7.0,16000
Panniyankara,Apartment,1,3.0,8500
Beach Road,Villa,3,,54000
Kuthiravattom,Villa,2,,23000
Eranhipalam,Apartment,2,2.0,18000
Kuthiravattom,Apartment,2,2.0,16000
Puthiyara,Apartment,2,13.0,19500
Nadakkavu,Apartment,3,13.0,30500
Mavoor Road,Flat,3,8.0,33500
Bilathikulam,Apartment,3,2.0,30000
Koduvally,Flat,2,4.0,12000
Kottuli,Flat,2,8.0,12000
Nadakkavu,Flat,3,2.0,31500
Kottuli,House,4,,42000
Eranhipalam,Flat,3,2.0,29000
Panniyankara,Apartment,3,3.0,26000
Chevayur,Apartment,2,5.0,18500
Mankave,Apartment,2,0.0,16500
Mathara,Apartment,2,5.0,17500
Eranhipalam,Flat,3,1.0,28500
Calicut University,House,2,,25000
Palayam,Apartment,2,10.0,20500
Ulliyeri,Villa,2,,18000
Calicut University,Flat,1,2.0,10500
Feroke,Flat,3,8.0,20500
Bilathikulam,Apartment,1,8.0,10500
Medical College,Flat,2,0.0,20500
Feroke,Flat,3,7.0,20500
Mavoor Road,Flat,1,5.0,12500
Panniyankara,Flat,2,8.0,12500
Malaparamba,Flat,2,1.0,15500
Chevayur,Apartment,3,9.0,34000
Bilathikulam,Apartment,2,4.0,18000
Palayam,Apartment,2,3.0,19500
Vellimadukunnu,House,2,,17000
Bilathikulam,Flat,1,6.0,9000
Mavoor Road,Villa,2,,30500
Eranhipalam,House,2,,21500
Calicut University,Apartment,3,4.0,40000
Bilathikulam,Villa,2,,27000
Puthiyara,Villa,3,,46500
Puthiyara,Villa,3,,45500
Beach Road,House,2,,26000
Bilathikulam,House,3,,34500
Medical College,Villa,3,,51500
Medical College,Apartment,1,7.0,11500
Vellimadukunnu,Apartment,2,9.0,14500
Eranhipalam,Apartment,1,5.0,10000
Kuthiravattom,Flat,3,3.0,24000
Nadakkavu,Apartment,2,11.0,18500
Koyilandy Road,Flat,3,2.0,23500
Thiruvannur,Flat,3,3.0,17500
Mukkam,House,3,,23500
Palayam,Flat,3,7.0,32500
Mankave,Flat,3,4.0,27000
Mankave,Apartment,2,12.0,15500
Medical College,Apartment,1,3.0,12500
Malaparamba,Flat,1,3.0,9000
Thiruvannur,Flat,2,3.0,11000
Bilathikulam,Villa,3,,48000
Puthiyara,Flat,2,2.0,18000
Kottuli,Apartment,2,15.0,13000
Mankave,Apartment,1,8.0,8500
Palayam,Villa,1,,17000
Eranhipalam,Apartment,1,0.0,9000
Mankave,Apartment,2,15.0,16000
Kottuli,Apartment,3,13.0,24500
Mankave,Flat,2,2.0,14500
Vellimadukunnu,Flat,3,1.0,23500
Bilathikulam,Villa,3,,43500
Chevayur,Apartment,1,2.0,10000
Palayam,Villa,3,,49000
Ulliyeri,Flat,1,0.0,5500
Calicut University,Flat,3,2.0,33000
Medical College,Flat,2,4.0,21500
Thondayad,Apartment,3,13.0,26500
Koyilandy Road,Flat,3,7.0,25500
Mathara,House,2,,19500
Mavoor Road,Flat,2,8.0,19000
Vellimadukunnu,Apartment,4,12.0,36000
Ulliyeri,House,2,,13500
Chevayur,Apartment,2,9.0,19500
Palayam,Villa,2,,29500
Mavoor Road,Flat,1,7.0,10500
Puthiyara,Flat,3,1.0,30500
Puthiyara,House,1,,13000
Nadakkavu,Apartment,2,7.0,19500
Ulliyeri,Apartment,3,4.0,20000
Palayam,Flat,3,5.0,33000
Kuthiravattom,Flat,2,0.0,14000
Kottuli,Flat,2,8.0,12000
Kottuli,Apartment,2,8.0,15000
Medical College,Apartment,3,2.0,35500
Balussery,Apartment,3,7.0,20000
Puthiyara,Flat,2,3.0,16500
Kottuli,Apartment,3,7.0,25000
Bilathikulam,Apartment,2,12.0,18000
Thondayad,House,1,,11000
Calicut University,Apartment,1,14.0,11500
Eranhipalam,Flat,2,5.0,18000
Thiruvannur,Apartment,3,2.0,20000
Kottuli,Flat,1,3.0,7000
Mavoor Road,House,3,,46000
Mukkam,Villa,1,,10500
Mankave,Flat,1,8.0,8500
Kunnamangalam,Flat,2,8.0,10000
Feroke,Flat,3,6.0,21000
Mankave,Flat,1,1.0,8500
Panniyankara,Apartment,1,5.0,8000
Koduvally,Flat,2,6.0,11500
Mankave,Villa,2,,23500
Mavoor Road,Flat,1,8.0,12000
Koyilandy Road,Villa,3,,41000
Mankave,Apartment,2,2.0,15500
Thondayad,Apartment,2,12.0,17500
Mankave,Apartment,1,9.0,8000
Calicut University,Apartment,2,12.0,20500
Malaparamba,Apartment,1,2.0,10000
Mankave,Flat,2,7.0,14500
Chevayur,Flat,4,5.0,42000
Mankave,Villa,1,,12500
Mathara,Apartment,2,2.0,16500
Panniyankara,Flat,3,0.0,22500
Koyilandy Road,Apartment,2,1.0,17000
Mathara,Apartment,2,4.0,17500
Mankave,Apartment,2,1.0,17000
Calicut University,Flat,2,0.0,20000
Koyilandy Road,House,1,,10500
Koyilandy Road,Apartment,2,14.0,15500
Palayam,Apartment,2,7.0,18500
Calicut University,Apartment,1,1.0,13000
Malaparamba,Apartment,2,12.0,16500
Balussery,House,1,,7500
Eranhipalam,House,2,,22500
Panniyankara,Apartment,2,3.0,15500
Kottuli,Flat,2,7.0,13500
Puthiyara,Flat,4,3.0,45500
Eranhipalam,Apartment,1,0.0,10000
Medical College,Apartment,1,7.0,13000
Bilathikulam,Apartment,1,9.0,10000
Thondayad,Flat,2,6.0,15000
Bilathikulam,Apartment,1,7.0,11000
Vellimadukunnu,Flat,4,4.0,31000
Thiruvannur,Apartment,2,0.0,12000
Thondayad,House,2,,18500
Vellimadukunnu,Flat,2,6.0,13500
Bilathikulam,Apartment,2,8.0,19000
Beach Road,Flat,2,5.0,23000
Kuthiravattom,Apartment,3,2.0,24500
Kuthiravattom,Apartment,2,3.0,14500
Puthiyara,Apartment,2,3.0,17500
Mathara,Apartment,2,13.0,14500
Bilathikulam,Apartment,2,6.0,18000
Beach Road,Apartment,3,10.0,39500
Mavoor Road,Flat,1,5.0,11000
Koyilandy Road,Apartment,3,14.0,27500
Balussery,Apartment,1,9.0,6500
Puthiyara,Flat,2,1.0,17000
Kuthiravattom,Flat,2,2.0,14500
Mavoor Road,Villa,2,,34000
Eranhipalam,Flat,1,1.0,9500
Mukkam,Villa,3,,34000
Calicut University,Apartment,2,9.0,21500
Mankave,Apartment,3,10.0,26000
Bilathikulam,Flat,2,7.0,17000
Eranhipalam,Apartment,3,3.0,30500
Vellimadukunnu,Apartment,1,7.0,7500
Palayam,Apartment,3,11.0,31500
Bilathikulam,House,2,,22000
Mathara,Apartment,2,7.0,15000
Palayam,Apartment,3,0.0,33500
Chevayur,Villa,2,,28000
Thondayad,Flat,3,8.0,24500
Kunnamangalam,Flat,1,4.0,6000
Thondayad,Flat,1,8.0,8500
Beach Road,Flat,1,5.0,13000
Koyilandy Road,Flat,3,0.0,24000
Thiruvannur,Apartment,2,4.0,13500
Medical College,Flat,1,3.0,10500
Nadakkavu,Flat,2,1.0,18000
Chevayur,Flat,2,8.0,16500
Malaparamba,Flat,2,8.0,16000
Eranhipalam,Apartment,2,9.0,17000
Bilathikulam,House,2,,23000
Mukkam,House,1,,8000
Medical College,Flat,3,5.0,36000
Kottuli,Apartment,3,3.0,23500
Thiruvannur,Apartment,1,3.0,6500
Palayam,Apartment,2,13.0,21000
Vellimadukunnu,Apartment,2,13.0,13500
Vellimadukunnu,Flat,1,2.0,8000
Medical College,Apartment,4,3.0,52000
Panniyankara,Villa,2,,22500
Eranhipalam,Flat,1,3.0,9000
Mankave,Apartment,2,11.0,16500
Medical College,Apartment,3,11.0,34000
Panniyankara,Apartment,2,1.0,14500
Palayam,Flat,2,0.0,19000
Puthiyara,Apartment,1,5.0,11000
Thiruvannur,Apartment,2,7.0,11000
Vellimadukunnu,Apartment,2,6.0,15500
Bilathikulam,Flat,2,8.0,18000
Bilathikulam,House,2,,21000
Thiruvannur,Flat,2,2.0,11000
Malaparamba,Apartment,3,5.0,27000
Thondayad,Flat,1,3.0,9000
Mukkam,Apartment,3,5.0,24000
Malaparamba,House,1,,10000
Ulliyeri,Flat,2,7.0,10000
Beach Road,Apartment,2,2.0,25000
Mankave,Flat,1,1.0,8500
Bilathikulam,Villa,1,,14000
Medical College,Villa,1,,19000
Vellimadukunnu,Flat,1,3.0,7000
Kottuli,Apartment,3,14.0,23000
Chevayur,Apartment,1,1.0,11500
Medical College,Villa,3,,54500
Mankave,Flat,1,3.0,7500
Bilathikulam,Apartment,1,2.0,10500
Vellimadukunnu,Flat,1,1.0,7000
Thondayad,Apartment,2,11.0,18000
Panniyankara,Apartment,2,8.0,14500
Vellimadukunnu,Flat,2,8.0,12000
Koyilandy Road,Flat,1,2.0,8500
Calicut University,Apartment,4,10.0,49500
Nadakkavu,Apartment,2,15.0,20500
Thondayad,Apartment,2,9.0,16500
Kottuli,Flat,2,4.0,12500
Eranhipalam,Apartment,2,8.0,19000
Balussery,Apartment,1,12.0,6500
Bilathikulam,Apartment,3,8.0,29500
Koyilandy Road,Villa,2,,23000
Vellimadukunnu,Villa,3,,37000
Vellimadukunnu,Apartment,3,12.0,25500
Koduvally,Flat,2,4.0,11000
Koyilandy Road,Apartment,3,2.0,26500
Chevayur,House,1,,12000
Chevayur,House,2,,23000
Kuthiravattom,Flat,2,1.0,15000
Koyilandy Road,Apartment,2,1.0,16000
Mavoor Road,Apartment,2,10.0,22000
Chevayur,House,3,,35000
Bilathikulam,Apartment,1,6.0,10500
Calicut University,Flat,1,1.0,11500
Puthiyara,House,2,,20500
Palayam,House,2,,22500
Vellimadukunnu,Flat,1,8.0,7000
Malaparamba,House,3,,31500
Mankave,Villa,3,,38000
Beach Road,Apartment,1,13.0,12000
Koduvally,Flat,1,2.0,6000
Ulliyeri,Apartment,3,11.0,19500
Koduvally,House,1,,8000
Mavoor Road,Flat,1,7.0,11500
Chevayur,Flat,2,8.0,16000
Calicut University,Apartment,2,4.0,22000
Vellimadukunnu,Apartment,3,0.0,21500
Kottuli,Apartment,1,1.0,7500
Puthiyara,Flat,2,0.0,18000
Mathara,House,2,,19000
Calicut University,Villa,2,,29500
Feroke,Apartment,2,1.0,14000
Beach Road,Apartment,1,5.0,12500
Malaparamba,Flat,1,5.0,9000
Panniyankara,House,1,,10000
Kottuli,Flat,2,4.0,14000
Eranhipalam,Apartment,1,3.0,10500
Calicut University,Apartment,1,1.0,11500
Malaparamba,Flat,2,8.0,14500
Bilathikulam,Flat,2,4.0,18500
Puthiyara,Flat,4,1.0,46000
Calicut University,Flat,2,8.0,21000
Thiruvannur,Apartment,1,13.0,7000
Bilathikulam,Apartment,3,8.0,28000
Kunnamangalam,Flat,2,6.0,11000
Balussery,Flat,2,6.0,12500
Chevayur,Flat,1,6.0,10500
Calicut University,Apartment,2,0.0,21500
Kuthiravattom,Flat,2,1.0,14000
Kottuli,Apartment,2,1.0,15000
Koduvally,House,2,,15000
Panniyankara,House,1,,9000
Nadakkavu,House,1,,12000
Medical College,Flat,3,8.0,31500
Eranhipalam,Flat,1,4.0,9000
Medical College,Apartment,2,9.0,20000
Nadakkavu,House,2,,24000
Chevayur,House,3,,36000
Mavoor Road,Apartment,1,9.0,12000
Beach Road,Flat,3,5.0,36000
Puthiyara,Villa,2,,26500
Eranhipalam,House,2,,21500
Puthiyara,Flat,3,3.0,30500
Bilathikulam,Apartment,2,3.0,20000
Koduvally,Flat,2,0.0,10500
Mathara,Apartment,2,11.0,16000
Beach Road,Flat,2,3.0,20000
Thiruvannur,Apartment,2,1.0,11500
Palayam,Flat,2,4.0,20000
Mavoor Road,Apartment,2,12.0,23000
Palayam,Flat,1,6.0,10000
Medical College,House,3,,41000
Bilathikulam,Apartment,2,3.0,18000
Panniyankara,Apartment,2,9.0,14500
Thondayad,Flat,4,5.0,38500
Balussery,Flat,1,7.0,6500
Koduvally,Apartment,3,9.0,21000
Mankave,House,3,,31000
Nadakkavu,House,3,,39000
Nadakkavu,Apartment,2,2.0,21000
Mathara,Flat,1,8.0,8000
Kottuli,Apartment,1,0.0,7000
Panniyankara,Apartment,3,6.0,26500
Malaparamba,Flat,2,4.0,17000
Palayam,Apartment,2,1.0,19000
Mukkam,Apartment,1,11.0,7000
Thiruvannur,Flat,3,2.0,19500
Medical College,Flat,1,2.0,11500
Mankave,Villa,2,,22500
Vellimadukunnu,Apartment,1,9.0,8000
Calicut University,Apartment,2,6.0,21500
Bilathikulam,Flat,4,3.0,42500
Chevayur,Flat,1,7.0,10000
Ulliyeri,Apartment,3,11.0,17500
Nadakkavu,Flat,2,1.0,19500
Puthiyara,Villa,1,,16000
Calicut University,Apartment,3,14.0,35500
Chevayur,Flat,1,4.0,10500
Kottuli,Flat,1,5.0,7500
Kottuli,Apartment,2,6.0,15500
Chevayur,Apartment,2,11.0,18000
Balussery,Apartment,3,10.0,22000
Palayam,Apartment,3,13.0,33000
Vellimadukunnu,House,3,,28000
Chevayur,Apartment,1,8.0,10000
Balussery,Apartment,3,4.0,21500
Mathara,Apartment,3,1.0,26000
Vellimadukunnu,Apartment,3,6.0,26000
Palayam,Apartment,2,4.0,22000
Panniyankara,House,3,,26500
Eranhipalam,Apartment,1,3.0,10000
Thondayad,Apartment,2,4.0,17000
Mathara,Flat,1,3.0,8000
Medical College,Flat,1,3.0,10500
Beach Road,Apartment,2,6.0,25500
Puthiyara,Apartment,2,8.0,17500
Mankave,Villa,2,,25000
Thiruvannur,Flat,1,3.0,6500
Beach Road,House,2,,28500
Calicut University,Villa,3,,56000
Medical College,Flat,3,2.0,32000
Kuthiravattom,Apartment,1,3.0,9000
Ulliyeri,Flat,2,6.0,10500
Mathara,Flat,2,7.0,15000
Eranhipalam,Apartment,3,9.0,31000
Mukkam,Apartment,3,1.0,20500
Koyilandy Road,Flat,1,3.0,8500
Feroke,Flat,1,0.0,7000
Balussery,Apartment,1,14.0,7000
Koyilandy Road,Flat,2,6.0,16000
Mankave,Apartment,2,4.0,16500
Kottuli,Apartment,1,8.0,7500
Mankave,Apartment,2,11.0,16000
Mavoor Road,Villa,1,,17500
Feroke,Villa,2,,19500
Mathara,Apartment,3,0.0,26000
Calicut University,Flat,2,5.0,21500
Calicut University,Apartment,3,4.0,39000
Panniyankara,Flat,2,6.0,14000
Eranhipalam,Flat,3,1.0,27000
Beach Road,Flat,2,1.0,20500
Mavoor Road,Villa,2,,34000
Palayam,Apartment,3,0.0,34000
Mavoor Road,Apartment,3,7.0,38500
Palayam,Apartment,2,15.0,18500
Palayam,Flat,2,0.0,18000
Balussery,Villa,1,,10500
Kunnamangalam,Apartment,1,2.0,6500
Kuthiravattom,Apartment,3,5.0,28000
Kottuli,Apartment,2,13.0,13000
Malaparamba,House,2,,19500
Bilathikulam,Flat,3,4.0,30000
Kuthiravattom,Flat,4,4.0,35500
Vellimadukunnu,Flat,3,8.0,20500
Kottuli,House,2,,16000
Koyilandy Road,Apartment,2,1.0,16000
Koduvally,Flat,3,0.0,18500
Koyilandy Road,Apartment,2,11.0,16500
Vellimadukunnu,Apartment,4,3.0,33500
Beach Road,Apartment,4,8.0,56500
Malaparamba,Flat,3,3.0,24500
Palayam,Villa,1,,17000
Kottuli,Flat,2,7.0,12500
Malaparamba,Apartment,2,12.0,17000
Thondayad,Villa,2,,23500
Feroke,Flat,2,6.0,13500
Malaparamba,Apartment,1,11.0,9000
Vellimadukunnu,Apartment,2,8.0,15500
Mathara,Flat,2,0.0,14500
Malaparamba,Apartment,3,0.0,26500
Koduvally,Apartment,3,15.0,20000
Puthiyara,Villa,3,,48500
Mathara,Apartment,2,12.0,16000
Balussery,Apartment,3,3.0,21500
Thondayad,Apartment,2,2.0,16500
Kuthiravattom,Flat,1,8.0,7500
Kuthiravattom,Apartment,3,11.0,25000
Vellimadukunnu,Apartment,3,4.0,23500
Puthiyara,Apartment,1,10.0,10500
Koyilandy Road,Flat,3,0.0,24500
Mavoor Road,Apartment,2,1.0,22000
Mathara,Villa,2,,23000
Panniyankara,Flat,3,3.0,22000
Beach Road,Apartment,2,12.0,23000
Ulliyeri,Villa,2,,17500
Panniyankara,Flat,2,2.0,14500
Eranhipalam,Flat,2,8.0,16500
Kunnamangalam,Flat,2,1.0,10000
Panniyankara,Flat,4,6.0,34000
Nadakkavu,Apartment,2,1.0,19000
Mankave,Apartment,3,4.0,27000
Beach Road,Apartment,2,15.0,24500
Ulliyeri,Flat,2,1.0,11000
Panniyankara,Flat,3,4.0,22000
Chevayur,Flat,3,2.0,30000
Thondayad,Villa,3,,43000
Kunnamangalam,House,2,,13500
Mavoor Road,Flat,2,1.0,20500
Medical College,Apartment,1,0.0,11500
Thondayad,Flat,3,4.0,29000
Eranhipalam,Flat,1,8.0,9000
Vellimadukunnu,Apartment,2,2.0,15500
Calicut University,Flat,3,2.0,30500
Feroke,Villa,2,,18500
Koyilandy Road,House,2,,20000
Malaparamba,Apartment,2,9.0,17500
Puthiyara,Apartment,3,11.0,28500
Panniyankara,Apartment,1,7.0,8000
Puthiyara,Apartment,3,9.0,31500
Eranhipalam,Apartment,1,14.0,10500
Mathara,Apartment,2,11.0,14500
Eranhipalam,Flat,1,2.0,9000
Vellimadukunnu,Apartment,1,5.0,8500
Vellimadukunnu,Apartment,3,10.0,24000
Panniyankara,Apartment,1,10.0,8500
Vellimadukunnu,Flat,2,5.0,14000
Beach Road,House,3,,44000
Kottuli,Apartment,3,12.0,24000
Nadakkavu,Apartment,4,3.0,44500
Calicut University,Apartment,2,6.0,21500
Koyilandy Road,House,2,,18500
Malaparamba,Apartment,3,5.0,28500
Feroke,Apartment,3,2.0,24000
Palayam,Apartment,2,2.0,21500
Kottuli,Villa,1,,11000
Malaparamba,Flat,2,8.0,15000
Thondayad,Apartment,3,15.0,27000
Mavoor Road,Flat,2,3.0,21500
Bilathikulam,Apartment,3,0.0,31000
Mavoor Road,Flat,1,1.0,11500
Puthiyara,Apartment,2,10.0,19500
Bilathikulam,Flat,3,8.0,28500
Medical College,Apartment,3,15.0,33000
Vellimadukunnu,Apartment,3,3.0,25000
Thondayad,Apartment,4,6.0,43500
Puthiyara,Apartment,3,2.0,31500
Puthiyara,Apartment,2,10.0,20000
Thondayad,Apartment,2,0.0,16000
Kuthiravattom,Flat,3,4.0,23500
Malaparamba,House,4,,49000
Vellimadukunnu,Apartment,2,11.0,13500
Mathara,Apartment,1,5.0,9000
Chevayur,Flat,3,5.0,32500
Puthiyara,Flat,1,2.0,9000
Thondayad,Flat,2,7.0,15500
Chevayur,Apartment,1,8.0,11500
Eranhipalam,Apartment,1,8.0,9500
Bilathikulam,Flat,2,6.0,19000
Medical College,Flat,2,8.0,19500
Feroke,Apartment,1,9.0,8000
Kuthiravattom,Flat,2,1.0,14500
Medical College,Flat,1,1.0,10500
Nadakkavu,Flat,3,8.0,30500
Malaparamba,Flat,3,8.0,26000
Eranhipalam,Villa,3,,42000
Panniyankara,Flat,3,5.0,23500
Thiruvannur,Flat,1,5.0,6000
Eranhipalam,Apartment,3,0.0,28500
Medical College,Villa,1,,16500
Balussery,Apartment,3,6.0,21500
Puthiyara,Villa,1,,15500
Feroke,Villa,4,,48500
Nadakkavu,Flat,1,2.0,10500
Kuthiravattom,Flat,2,0.0,12500
Kottuli,House,2,,17000
Beach Road,Apartment,4,10.0,53500
Malaparamba,House,1,,10500
Panniyankara,Flat,3,6.0,23500
Palayam,Apartment,2,8.0,20000
Vellimadukunnu,Flat,1,2.0,7500
Mankave,Villa,4,,58000
Kuthiravattom,Flat,1,3.0,7000
Nadakkavu,Apartment,4,14.0,47500
Kottuli,Apartment,1,13.0,8000
Panniyankara,Villa,2,,20500
Eranhipalam,Villa,1,,14000
Thondayad,Apartment,2,8.0,16500
Palayam,Flat,3,5.0,34000
Mankave,House,1,,10500
Thiruvannur,Flat,2,6.0,11500
Ulliyeri,Flat,3,0.0,17500
Mathara,Apartment,1,8.0,8500
Mukkam,Flat,2,0.0,11500
Bilathikulam,House,2,,22500
Mavoor Road,Apartment,3,0.0,36000
Koduvally,Villa,2,,17500
Thiruvannur,Apartment,2,3.0,12000
Mankave,Flat,1,1.0,7500
Thondayad,Apartment,2,5.0,17500
Ulliyeri,Villa,1,,9000
Calicut University,Flat,1,2.0,10500
Koduvally,Villa,1,,9500
Beach Road,Apartment,2,12.0,23000
Malaparamba,Apartment,4,0.0,36500
Beach Road,Apartment,1,15.0,12500
Panniyankara,Apartment,1,14.0,8000
Kunnamangalam,House,2,,12500
Thondayad,Apartment,1,14.0,10000
Mavoor Road,Flat,4,8.0,50000
Thondayad,Apartment,3,12.0,30000
Puthiyara,Flat,2,1.0,18500
Eranhipalam,Apartment,1,11.0,9500
Thondayad,House,2,,19500
Mukkam,Apartment,2,9.0,13500
Bilathikulam,Flat,3,4.0,28500
Thondayad,Flat,2,7.0,15500
Malaparamba,Apartment,1,1.0,9500
Puthiyara,Flat,1,8.0,10000
Nadakkavu,Apartment,1,8.0,11500
Thondayad,Flat,2,3.0,16500
Eranhipalam,Flat,3,7.0,26000
Mathara,House,1,,9500
Thondayad,House,3,,33000
Thondayad,Villa,1,,13500
Medical College,Apartment,1,3.0,12000
Ulliyeri,Villa,2,,16000
Mathara,Flat,3,7.0,24000
Kottuli,Flat,3,7.0,20500
Puthiyara,Apartment,3,1.0,30500
Kunnamangalam,Flat,3,5.0,16500
Mukkam,Apartment,3,6.0,23000
Kuthiravattom,Apartment,2,10.0,15500
Chevayur,Apartment,2,8.0,19500
Mathara,Apartment,2,13.0,16000
Thondayad,Apartment,1,10.0,10000
Beach Road,Flat,1,8.0,12000
Malaparamba,Flat,2,4.0,15500
Chevayur,Apartment,3,4.0,32500
Nadakkavu,Flat,3,4.0,32000
Kottuli,Apartment,3,12.0,23000
Palayam,Flat,1,2.0,10500
Calicut University,Flat,3,5.0,32500
Thondayad,Apartment,3,15.0,27000
Thondayad,Apartment,2,0.0,16000
Feroke,House,1,,9000
Palayam,Villa,2,,28500
Feroke,Apartment,2,15.0,12500
Mathara,Flat,3,6.0,26500
Eranhipalam,Apartment,3,7.0,28500
Balussery,Apartment,2,0.0,12500
Koduvally,Apartment,2,7.0,13000
Bilathikulam,Apartment,2,4.0,19500
Palayam,House,3,,40000
Mathara,Flat,2,8.0,13500
Chevayur,Flat,1,8.0,9000
Thondayad,Apartment,1,10.0,10000
Malaparamba,Apartment,1,3.0,9000
Palayam,Flat,2,2.0,19500
Thondayad,Apartment,3,12.0,28500
Kottuli,Villa,3,,33000
Palayam,Villa,2,,31000
Ulliyeri,Villa,2,,18000
Feroke,Flat,3,6.0,22000
Chevayur,Apartment,2,10.0,17500
Koyilandy Road,Apartment,3,3.0,28000
Chevayur,Apartment,3,9.0,32000
Vellimadukunnu,Flat,2,6.0,14000
Medical College,Apartment,2,15.0,20500
Thiruvannur,House,3,,22500
Koyilandy Road,Flat,3,8.0,26000
Malaparamba,Flat,3,0.0,24500
Koduvally,Flat,1,7.0,6500
Kunnamangalam,Apartment,3,2.0,18500
Koduvally,Villa,1,,9000
Mavoor Road,Villa,1,,17000
Malaparamba,Apartment,1,9.0,9500
Beach Road,Apartment,2,14.0,21500
Puthiyara,Apartment,2,2.0,20500
